crop,year,season,state,area,production,fertilizer,pesticide,yield,nitrogen,phosphorus,potassium,ph,avg_temp_c,total_rainfall_mm,avg_humidity_percent
Bajra,2003,Kharif     ,Tamil Nadu,158851.0,172342.0,1.572307198E7,38124.24,1.0744,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Banana,2003,Whole Year ,Tamil Nadu,71088.0,2514729.0,7036290.24,17061.12,34.52965517,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Black pepper,2003,Whole Year ,Tamil Nadu,4179.0,933.0,413637.42,1002.96,0.141666667,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Cardamom,2003,Whole Year ,Tamil Nadu,5221.0,478.0,516774.58,1253.04,0.079,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Cashewnut,2003,Whole Year ,Tamil Nadu,102763.0,39380.0,1.017148174E7,24663.12,0.361153846,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Castor seed,2003,Kharif     ,Tamil Nadu,8720.0,2975.0,863105.6,2092.8,0.409545455,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Coconut ,2003,Whole Year ,Tamil Nadu,352710.0,2.5605E9,3.49112358E7,84650.4,7781.805714,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Coriander,2003,Whole Year ,Tamil Nadu,27722.0,8052.0,2743923.56,6653.28,0.300740741,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Cotton(lint),2003,Kharif     ,Tamil Nadu,97777.0,119687.0,9677967.46,23466.48,1.504615385,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Dry chillies,2003,Whole Year ,Tamil Nadu,75206.0,40067.0,7443889.88,18049.44,0.64,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Garlic,2003,Whole Year ,Tamil Nadu,595.0,3411.0,58893.1,142.8,5.54,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Ginger,2003,Kharif     ,Tamil Nadu,395.0,5599.0,39097.1,94.8,14.11833333,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Gram,2003,Rabi       ,Tamil Nadu,6625.0,4349.0,655742.5,1590.0,0.586666667,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Groundnut,2003,Kharif     ,Tamil Nadu,591696.0,918241.0,5.856607008E7,142007.04,1.513928571,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Horse-gram,2003,Kharif     ,Tamil Nadu,68092.0,18240.0,6739746.16,16342.08,0.273043478,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Jowar,2003,Kharif     ,Tamil Nadu,401607.0,245933.0,3.975106086E7,96385.68,0.7376,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Maize,2003,Kharif     ,Tamil Nadu,160159.0,250992.0,1.585253782E7,38438.16,1.7856,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Moong(Green Gram),2003,Kharif     ,Tamil Nadu,125690.0,53315.0,1.24407962E7,30165.6,0.407037037,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Onion,2003,Whole Year ,Tamil Nadu,23452.0,211173.0,2321278.96,5628.48,8.768076923,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Other Kharif pulses,2003,Kharif     ,Tamil Nadu,105792.0,21757.0,1.047129216E7,25390.08,0.239642857,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Potato,2003,Whole Year ,Tamil Nadu,4341.0,70103.0,429672.18,1041.84,17.054,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Ragi,2003,Kharif     ,Tamil Nadu,118439.0,176381.0,1.172309222E7,28425.36,1.792962963,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Rapeseed &Mustard,2003,Rabi       ,Tamil Nadu,376.0,93.0,37216.48,90.24,0.386666667,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Rice,2003,Kharif     ,Tamil Nadu,1396651.0,3222776.0,1.38240516E8,335196.24,2.728214286,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Sesamum,2003,Kharif     ,Tamil Nadu,83835.0,29004.0,8297988.3,20120.4,0.347142857,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Small millets,2003,Kharif     ,Tamil Nadu,68609.0,42529.0,6790918.82,16466.16,2.611153846,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Sugarcane,2003,Whole Year ,Tamil Nadu,192069.0,1.9529277E7,1.901098962E7,46096.56,96.11384615,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Sunflower,2003,Kharif     ,Tamil Nadu,10367.0,13408.0,1026125.66,2488.08,1.1916,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Sweet potato,2003,Whole Year ,Tamil Nadu,1039.0,15049.0,102840.22,249.36,14.55,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Tapioca,2003,Whole Year ,Tamil Nadu,95022.0,3201414.0,9405277.56,22805.28,33.38214286,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Turmeric,2003,Whole Year ,Tamil Nadu,16181.0,67250.0,1601595.38,3883.44,3.909615385,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Urad,2003,Kharif     ,Tamil Nadu,185732.0,75920.0,1.838375336E7,44575.68,0.412962963,80.0,38.0,30.0,6.6,28.23,895.93,70.97
Arecanut,2003,Whole Year ,West Bengal,9166.0,18519.0,907250.68,2199.84,2.096666667,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Arhar/Tur,2003,Kharif     ,West Bengal,3361.0,3382.0,332671.78,806.64,1.016153846,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Bajra,2003,Kharif     ,West Bengal,258.0,179.0,25536.84,61.92,0.67,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Barley,2003,Rabi       ,West Bengal,3077.0,4142.0,304561.46,738.48,1.327142857,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Cardamom,2003,Whole Year ,West Bengal,2874.0,704.0,284468.52,689.76,0.24,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Castor seed,2003,Kharif     ,West Bengal,40.0,48.0,3959.2,9.6,1.2,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Coconut ,2003,Whole Year ,West Bengal,24443.0,3.174885E8,2419368.14,5866.32,12370.06944,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Cotton(lint),2003,Kharif     ,West Bengal,1429.0,2772.0,141442.42,342.96,2.55,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Dry chillies,2003,Whole Year ,West Bengal,60468.0,66252.0,5985122.64,14512.32,0.999444444,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Ginger,2003,Kharif     ,West Bengal,8053.0,16419.0,797085.94,1932.72,1.623529412,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Gram,2003,Rabi       ,West Bengal,46492.0,47678.0,4601778.16,11158.08,0.973571429,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Groundnut,2003,Kharif     ,West Bengal,1792.0,1833.0,177372.16,430.08,1.077142857,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Groundnut,2003,Rabi       ,West Bengal,9173.0,14476.0,907943.54,2201.52,1.48,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Groundnut,2003,Summer     ,West Bengal,34891.0,59508.0,3453511.18,8373.84,1.330625,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Horse-gram,2003,Rabi       ,West Bengal,4089.0,1783.0,404729.22,981.36,0.457272727,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Jowar,2003,Kharif     ,West Bengal,1283.0,616.0,126991.34,307.92,0.5325,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Jute,2003,Kharif     ,West Bengal,620421.0,8366723.0,6.140927058E7,148901.04,14.47764706,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Khesari,2003,Rabi       ,West Bengal,35674.0,40944.0,3531012.52,8561.76,0.977647059,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Linseed,2003,Rabi       ,West Bengal,6024.0,1907.0,596255.52,1445.76,0.316923077,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Maize,2003,Kharif     ,West Bengal,55530.0,126059.0,5496359.4,13327.2,2.133333333,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Masoor,2003,Rabi       ,West Bengal,69380.0,53186.0,6867232.4,16651.2,0.669411765,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Mesta,2003,Kharif     ,West Bengal,9715.0,98807.0,961590.7,2331.6,11.30461538,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Moong(Green Gram),2003,Kharif     ,West Bengal,835.0,431.0,82648.3,200.4,0.61,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Moong(Green Gram),2003,Rabi       ,West Bengal,1470.0,960.0,145500.6,352.8,0.597692308,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Moong(Green Gram),2003,Summer     ,West Bengal,8823.0,3400.0,873300.54,2117.52,0.428666667,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Niger seed,2003,Kharif     ,West Bengal,7954.0,4953.0,787286.92,1908.96,0.54625,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Other Kharif pulses,2003,Kharif     ,West Bengal,760.0,388.0,75224.8,182.4,0.496,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Peas & beans (Pulses),2003,Rabi       ,West Bengal,14607.0,17206.0,1445800.86,3505.68,1.140588235,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Potato,2003,Whole Year ,West Bengal,308425.0,7621635.0,3.05279065E7,74022.0,21.86777778,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Ragi,2003,Kharif     ,West Bengal,13417.0,15505.0,1328014.66,3220.08,0.76,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Rapeseed &Mustard,2003,Rabi       ,West Bengal,452002.0,419436.0,4.473915796E7,108480.48,0.845555556,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Rice,2003,Autumn     ,West Bengal,339753.0,719205.0,3.362875194E7,81540.72,2.131666667,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Rice,2003,Summer     ,West Bengal,1390148.0,4289454.0,1.37596849E8,333635.52,2.879444444,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Rice,2003,Winter     ,West Bengal,4126706.0,9653580.0,4.084613599E8,990409.44,2.283333333,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Safflower,2003,Rabi       ,West Bengal,1372.0,978.0,135800.56,329.28,0.4925,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Sannhamp,2003,Whole Year ,West Bengal,1273.0,6669.0,126001.54,305.52,5.142857143,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Sesamum,2003,Whole Year ,West Bengal,163337.0,143004.0,1.616709626E7,39200.88,0.763333333,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Small millets,2003,Kharif     ,West Bengal,2756.0,1828.0,272788.88,661.44,0.8025,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Small millets,2003,Rabi       ,West Bengal,1035.0,1169.0,102444.3,248.4,1.0,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Soyabean,2003,Kharif     ,West Bengal,21.0,15.0,2078.58,5.04,0.72,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Sugarcane,2003,Whole Year ,West Bengal,16903.0,1252628.0,1673058.94,4056.72,74.46533333,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Sunflower,2003,Kharif     ,West Bengal,8465.0,5594.0,837865.7,2031.6,0.585333333,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Tobacco,2003,Whole Year ,West Bengal,12996.0,9598.0,1286344.08,3119.04,0.718,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Turmeric,2003,Whole Year ,West Bengal,12619.0,24496.0,1249028.62,3028.56,1.866111111,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Urad,2003,Kharif     ,West Bengal,51227.0,31163.0,5070448.46,12294.48,0.523529412,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Urad,2003,Rabi       ,West Bengal,15147.0,11106.0,1499250.06,3635.28,0.665,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Wheat,2003,Rabi       ,West Bengal,425721.0,985686.0,4.213786458E7,102173.04,2.194444444,85.0,40.0,45.0,6.2,25.84,1423.27,73.79
Arecanut,2004,Whole Year ,Karnataka,152759.0,203646.0,1.654991006E7,32079.39,1.297272727,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Arhar/Tur,2004,Kharif     ,Karnataka,562127.0,291113.0,6.090083918E7,118046.67,0.53875,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Bajra,2004,Kharif     ,Karnataka,442372.0,264203.0,4.792658248E7,92898.12,0.592,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Bajra,2004,Rabi       ,Karnataka,222.0,200.0,24051.48,46.62,0.9,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Bajra,2004,Summer     ,Karnataka,2108.0,1705.0,228380.72,442.68,0.873333333,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Banana,2004,Whole Year ,Karnataka,41977.0,526898.0,4547788.18,8815.17,16.32777778,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Black pepper,2004,Whole Year ,Karnataka,12344.0,27517.0,1337348.96,2592.24,2.26,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Cardamom,2004,Whole Year ,Karnataka,19461.0,1105.0,2108404.74,4086.81,0.0575,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Castor seed,2004,Kharif     ,Karnataka,20161.0,17493.0,2184242.74,4233.81,0.908,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Coconut ,2004,Whole Year ,Karnataka,383206.0,1.551729E9,4.151653804E7,80473.26,4165.395185,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Coriander,2004,Whole Year ,Karnataka,9626.0,1491.0,1042880.84,2021.46,0.119,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Cotton(lint),2004,Kharif     ,Karnataka,521860.0,624566.0,5.65383124E7,109590.6,1.357142857,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Dry chillies,2004,Whole Year ,Karnataka,152323.0,104577.0,1.650267382E7,31987.83,1.084814815,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Garlic,2004,Whole Year ,Karnataka,5202.0,3584.0,563584.68,1092.42,1.360625,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Ginger,2004,Kharif     ,Karnataka,11019.0,143455.0,1193798.46,2313.99,12.84,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Gram,2004,Rabi       ,Karnataka,408094.0,230979.0,4.421290396E7,85699.74,0.5444,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Groundnut,2004,Kharif     ,Karnataka,812826.0,538320.0,8.806156884E7,170693.46,0.6988,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Groundnut,2004,Rabi       ,Karnataka,155751.0,145766.0,1.687406334E7,32707.71,1.042692308,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Horse-gram,2004,Kharif     ,Karnataka,140741.0,73217.0,1.524787994E7,29555.61,0.553461538,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Horse-gram,2004,Rabi       ,Karnataka,142341.0,48305.0,1.542122394E7,29891.61,0.3556,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Jowar,2004,Kharif     ,Karnataka,378181.0,530865.0,4.097212954E7,79418.01,1.296190476,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Jowar,2004,Rabi       ,Karnataka,1268635.0,815027.0,1.374439159E8,266413.35,0.61,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Jowar,2004,Summer     ,Karnataka,15977.0,12690.0,1730948.18,3355.17,0.799230769,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Linseed,2004,Rabi       ,Karnataka,14414.0,3046.0,1561612.76,3026.94,0.206428571,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Maize,2004,Kharif     ,Karnataka,783835.0,2310082.0,8.49206839E7,164605.35,3.0068,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Maize,2004,Rabi       ,Karnataka,57478.0,171589.0,6227166.52,12070.38,2.84826087,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Maize,2004,Summer     ,Karnataka,9056.0,27678.0,981127.04,1901.76,3.007826087,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Mesta,2004,Kharif     ,Karnataka,2810.0,3983.0,304435.4,590.1,1.714,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Moong(Green Gram),2004,Kharif     ,Karnataka,517592.0,81212.0,5.607591728E7,108694.32,0.170833333,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Moong(Green Gram),2004,Rabi       ,Karnataka,5792.0,1412.0,627505.28,1216.32,0.239411765,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Niger seed,2004,Kharif     ,Karnataka,32700.0,6169.0,3542718.0,6867.0,0.213913043,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Onion,2004,Whole Year ,Karnataka,136038.0,841333.0,1.473835692E7,28567.98,7.8688,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Other  Rabi pulses,2004,Rabi       ,Karnataka,23981.0,2810.0,2598101.54,5036.01,0.120384615,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Other Kharif pulses,2004,Kharif     ,Karnataka,164849.0,54161.0,1.785974066E7,34618.29,0.276153846,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Potato,2004,Whole Year ,Karnataka,51937.0,360759.0,5626854.58,10906.77,10.17875,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Ragi,2004,Kharif     ,Karnataka,840781.0,1571399.0,9.109021354E7,176564.01,1.603157895,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Ragi,2004,Rabi       ,Karnataka,44613.0,30621.0,4833372.42,9368.73,1.294285714,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Ragi,2004,Summer     ,Karnataka,7447.0,11853.0,806807.98,1563.87,1.556923077,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Rapeseed &Mustard,2004,Rabi       ,Karnataka,5855.0,1627.0,634330.7,1229.55,0.216315789,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Rice,2004,Kharif     ,Karnataka,1055061.0,2627561.0,1.143053087E8,221562.81,2.37,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Rice,2004,Rabi       ,Karnataka,43861.0,144235.0,4751900.74,9210.81,3.388666667,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Rice,2004,Summer     ,Karnataka,209257.0,935326.0,2.267090338E7,43943.97,4.251666667,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Safflower,2004,Rabi       ,Karnataka,94450.0,48832.0,1.0232713E7,19834.5,0.488125,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Sannhamp,2004,Whole Year ,Karnataka,147.0,37.0,15925.98,30.87,0.25,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Sesamum,2004,Kharif     ,Karnataka,106539.0,57400.0,1.154243526E7,22373.19,0.5664,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Small millets,2004,Kharif     ,Karnataka,58359.0,30584.0,6322614.06,12255.39,0.532105263,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Soyabean,2004,Kharif     ,Karnataka,159031.0,99535.0,1.722941854E7,33396.51,0.633846154,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Sunflower,2004,Kharif     ,Karnataka,601981.0,262686.0,6.521862154E7,126416.01,0.56375,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Sunflower,2004,Rabi       ,Karnataka,623217.0,235635.0,6.751932978E7,130875.57,0.635652174,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Sunflower,2004,Summer     ,Karnataka,45930.0,29797.0,4976056.2,9645.3,0.684347826,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Sweet potato,2004,Whole Year ,Karnataka,3583.0,29199.0,388182.22,752.43,6.102142857,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Tapioca,2004,Whole Year ,Karnataka,1066.0,8428.0,115490.44,223.86,9.385,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Tobacco,2004,Whole Year ,Karnataka,91403.0,67502.0,9902601.02,19194.63,0.75,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Turmeric,2004,Whole Year ,Karnataka,4080.0,19386.0,442027.2,856.8,4.482857143,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Urad,2004,Kharif     ,Karnataka,128006.0,14678.0,1.386817004E7,26881.26,0.134285714,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Urad,2004,Rabi       ,Karnataka,4505.0,1550.0,488071.7,946.05,0.347857143,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Wheat,2004,Rabi       ,Karnataka,241991.0,206296.0,2.621730494E7,50818.11,0.845333333,72.0,42.0,25.0,6.9,23.16,994.53,69.96
Arecanut,2004,Whole Year ,Kerala,107572.0,110342.0,1.165435048E7,22590.12,0.854285714,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Banana,2004,Whole Year ,Kerala,58866.0,475371.0,6377542.44,12361.86,7.803571429,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Black pepper,2004,Whole Year ,Kerala,237669.0,74980.0,2.574905946E7,49910.49,0.222857143,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Cardamom,2004,Whole Year ,Kerala,41378.0,8616.0,4482892.52,8689.38,0.069,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Cashewnut,2004,Whole Year ,Kerala,81547.0,60584.0,8834801.98,17124.87,0.56,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Coconut ,2004,Whole Year ,Kerala,899267.0,6.001E9,9.742658678E7,188846.07,6112.145714,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Cotton(lint),2004,Kharif     ,Kerala,1472.0,2370.0,159476.48,309.12,1.61,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Garlic,2004,Whole Year ,Kerala,306.0,5202.0,33152.04,64.26,17.0,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Ginger,2004,Whole Year ,Kerala,9991.0,45305.0,1082424.94,2098.11,3.022857143,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Groundnut,2004,Kharif     ,Kerala,1346.0,996.0,145825.64,282.66,0.74,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Jowar,2004,Kharif     ,Kerala,2566.0,1309.0,278000.44,538.86,0.505,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Other Cereals,2004,Kharif     ,Kerala,955.0,746.0,103464.7,200.55,0.8475,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Ragi,2004,Kharif     ,Kerala,1383.0,1119.0,149834.22,290.43,0.782,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Rice,2004,Autumn     ,Kerala,105349.0,241824.0,1.141351066E7,22123.29,2.271538462,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Rice,2004,Summer     ,Kerala,35732.0,89752.0,3871204.88,7503.72,2.256923077,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Rice,2004,Winter     ,Kerala,148893.0,335529.0,1.613106762E7,31267.53,2.175714286,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Sesamum,2004,Kharif     ,Kerala,883.0,260.0,95664.22,185.43,0.228333333,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Sugarcane,2004,Whole Year ,Kerala,1921.0,154300.0,208121.14,403.41,82.35153846,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Sweet potato,2004,Whole Year ,Kerala,836.0,10013.0,90572.24,175.56,11.52769231,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Tapioca,2004,Whole Year ,Kerala,88486.0,2400043.0,9586573.24,18582.06,28.10571429,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Tobacco,2004,Whole Year ,Kerala,40.0,223.0,4333.6,8.4,5.58,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Turmeric,2004,Whole Year ,Kerala,2881.0,6244.0,312127.54,605.01,2.025,65.0,28.0,50.0,5.7,26.76,2080.13,80.59
Arecanut,2004,Whole Year ,Meghalaya,11233.0,14169.0,1216983.22,2358.93,1.154285714,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Arhar/Tur,2004,Kharif     ,Meghalaya,804.0,633.0,87105.36,168.84,0.806666667,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Banana,2004,Whole Year ,Meghalaya,6276.0,67838.0,679941.84,1317.96,10.06571429,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Black pepper,2004,Whole Year ,Meghalaya,895.0,578.0,96964.3,187.95,0.8,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Castor seed,2004,Kharif     ,Meghalaya,32.0,20.0,3466.88,6.72,0.693333333,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Coriander,2004,Whole Year ,Meghalaya,53.0,306.0,5742.02,11.13,5.4925,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Cotton(lint),2004,Kharif     ,Meghalaya,7231.0,7765.0,783406.54,1518.51,1.046666667,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Dry chillies,2004,Whole Year ,Meghalaya,1844.0,1303.0,199778.96,387.24,0.844285714,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Garlic,2004,Whole Year ,Meghalaya,365.0,1139.0,39544.1,76.65,1.79,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Ginger,2004,Kharif     ,Meghalaya,9222.0,47138.0,999111.48,1936.62,6.122857143,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Gram,2004,Rabi       ,Meghalaya,519.0,324.0,56228.46,108.99,0.586666667,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Jute,2004,Kharif     ,Meghalaya,4019.0,20153.0,435418.46,843.99,4.8,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Linseed,2004,Rabi       ,Meghalaya,75.0,35.0,8125.5,15.75,0.47,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Maize,2004,Kharif     ,Meghalaya,16875.0,24000.0,1828237.5,3543.75,1.465714286,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Mesta,2004,Kharif     ,Meghalaya,4195.0,19018.0,454486.3,880.95,4.543333333,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Other  Rabi pulses,2004,Rabi       ,Meghalaya,2103.0,1645.0,227839.02,441.63,0.76,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Potato,2004,Whole Year ,Meghalaya,17287.0,141622.0,1872873.58,3630.27,7.178571429,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Rapeseed &Mustard,2004,Rabi       ,Meghalaya,7222.0,4797.0,782431.48,1516.62,0.64,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Rice,2004,Autumn     ,Meghalaya,32667.0,37766.0,3539142.78,6860.07,1.492857143,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Rice,2004,Summer     ,Meghalaya,9224.0,37439.0,999328.16,1937.04,2.078333333,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Rice,2004,Winter     ,Meghalaya,69659.0,118514.0,7546856.06,14628.39,1.792857143,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
Sesamum,2004,Kharif     ,Meghalaya,1628.0,860.0,176377.52,341.88,0.548333333,52.0,16.0,33.0,5.6,17.53,2896.44,82.48
